모델명,제조사,유종,배기량,변속형식,복합연비,등급,CO2배출량
쏘나타(LF)개조차 2.0LPI AT_택시,현대,LPG,1999 ,자동6,9.4,4등급,139
MINI Countryman John Cooper Works ALL4,MINI,휘발유,1998 ,자동8,10.2,4등급,164
K01H,DFSK,휘발유,1240 ,수동5,10.1,4등급,166
짚 그랜드 체로키,크라이슬러,경유,2987 ,자동8,9.7,4등급,201
TT Coupe 45 TFSI quattro,아우디,휘발유,1984 ,자동6,9.6,4등급,176
스팅어 2.0T-GDI AWD_19인치타이어_19MY,기아,휘발유,1998 ,자동8,9.4,4등급,179
A3 40 TFSI,아우디,휘발유,1984 ,자동7,11.5,4등급,146
TT Roadster 45 TFSI quattro,아우디,휘발유,1984 ,자동6,9.5,4등급,178
E400 Cabriolet,벤츠,휘발유,2996 ,자동9,9.9,4등급,176
스팅어 2.0T-GDI 2WD_19인치타이어_19MY,기아,휘발유,1998 ,자동8,10.1,4등급,165
A4 45 TFSI,아우디,휘발유,1984 ,자동7,11.2,4등급,150
A6 40 TFSI,아우디,휘발유,1984 ,자동7,11.2,4등급,153
스팅어 2.0T-GDI AWD_18인치타이어_19MY,기아,휘발유,1998 ,자동8,9.6,4등급,175
카니발 2.2디젤 2WD 9인승 (18'' 타이어),기아,경유,2199 ,자동8,11.4,4등급,170
"카니발 2.2디젤 2WD 9인승 (19"" 타이어)",기아,경유,2199 ,자동8,11.3,4등급,171
"카니발 2.2디젤 2WD 7인승 (19"" 타이어)",기아,경유,2199 ,자동8,11.3,4등급,171
"카니발 2.2디젤 2WD 11인승 (18"" 타이어)",기아,경유,2199 ,자동8,11.3,4등급,172
"카니발 2.2디젤 2WD 11인승 (17"" 타이어)",기아,경유,2199 ,자동8,11.4,4등급,169
코란도투리스모 11인승 2.2 2WD 7AT,쌍용,경유,2157 ,자동7,10.6,4등급,184
코란도투리스모 9인승 2.2 2WD 7AT,쌍용,경유,2157 ,자동7,10.6,4등급,184
코란도투리스모 11인승 2.2 4WD 7AT,쌍용,경유,2157 ,자동7,10.1,4등급,194
코란도투리스모 9인승 2.2 4WD 7AT,쌍용,경유,2157 ,자동7,10.1,4등급,194
K5 개조차 2.0LPI AT_택시,기아,LPG,1999 ,자동6,9.4,4등급,139
Mustang 2.3 Convertible,포드,휘발유,2261 ,자동10,9.4,4등급,179
볼보 XC90D5 AWD,볼보,경유,1969 ,자동8,10.9,4등급,176
볼보 XC90D5 AWD,볼보,경유,1969 ,자동8,10.9,4등급,176
Mustang 2.3 Coupe,포드,휘발유,2261 ,자동10,9.4,4등급,179
렉스턴스포츠 2.2 6MT 2WD,쌍용,경유,2157 ,수동6,11,4등급,176
렉스턴스포츠 2.2 6AT 4WD,쌍용,경유,2157 ,자동6,9.8,4등급,199
렉스턴스포츠 2.2 6AT 2WD,쌍용,경유,2157 ,자동6,10.1,4등급,194
렉스턴스포츠 2.2 6MT 4WD,쌍용,경유,2157 ,수동6,10.7,4등급,181
렉서스 RC200t,토요타,휘발유,1998 ,자동8,9.9,4등급,175
싼타페 2.0T-GDI 2WD 5인,현대,휘발유,1998 ,자동8,9.5,4등급,180
싼타페 2.0T-GDI 2WD 7인,현대,휘발유,1998 ,자동8,9.5,4등급,180
티볼리 가솔린 AT 2WD Short LEV3,쌍용,휘발유,1597 ,자동6,11.4,4등급,148
BMW M2,BMW,휘발유,2979 ,자동7,9.4,4등급,184
"SM6 M4R 2.0 (18"" Tire)",르노삼성,휘발유,1998 ,무단변속,11.1,4등급,154
레인지로버 이보크 Si4,랜드로버,휘발유,1997 ,자동9,10,4등급,168
재규어 F-TYPE P300 Coupe,재규어,휘발유,1997 ,자동8,9.8,4등급,172
캐딜락 CTS AWD,GM,휘발유,1998 ,자동8,9.5,4등급,185
캐딜락 ATS COUPE,GM,휘발유,1998 ,자동8,11,4등급,157
재규어 F-TYPE P300 Convertible,재규어,휘발유,1997 ,자동8,9.8,4등급,172
캐딜락 ATS RWD,GM,휘발유,1998 ,자동8,11,4등급,157
K7 2.4GDI 18MY (19인치타이어) (15),기아,휘발유,2359 ,자동6,10.7,4등급,156
K7 2.4GDI 18MY (18인치타이어) (15),기아,휘발유,2359 ,자동6,11.1,4등급,152
"K7 3.0GDI (18""타이어) (15)",기아,휘발유,2999 ,자동8,10,4등급,168
K7 2.4GDI 18MY (17인치타이어) (15),기아,휘발유,2359 ,자동6,11.2,4등급,150
"K7 3.0GDI (19""타이어) (15)",기아,휘발유,2999 ,자동8,9.8,4등급,170
그랜드스타렉스 2.5디젤 2WD 6MT (PE2),현대,경유,2497 ,수동6,10.9,4등급,177
렉서스 LS500h AWD,토요타,휘발유,3456 ,무단변속,10.6,4등급,161
BMW M4 CS,BMW,휘발유,2979 ,자동7,9.7,4등급,180
그랜드스타렉스 2.5디젤 2WD 5AT_9인 (PE2),현대,경유,2497 ,자동5,9.4,4등급,210
렉서스 LS500h 2WD,토요타,휘발유,3456 ,무단변속,11.5,4등급,147
그랜드스타렉스 2.5디젤 2WD 5AT (PE2),현대,경유,2497 ,자동5,9.7,4등급,203
재규어 XE 20t,재규어,휘발유,1997 ,자동8,10.1,4등급,167
토요타 CAMRY,토요타,휘발유,2494 ,자동6,11.5,4등급,152
BMW 540i xDrive,BMW,휘발유,2998 ,자동8,10.2,4등급,170
Passat 1.8 TSI,아우디,휘발유,1798 ,자동6,11.1,4등급,155
Golf GTI 2.0 TSI,폭스바겐,휘발유,1984 ,자동6,11.1,4등급,151
G70 2.0T-GDI AWD (18인치 타이어) (15),현대,휘발유,1998 ,자동8,10,4등급,168
G70 2.0T-GDI 2WD (19인치 타이어) (15),현대,휘발유,1998 ,자동8,10.4,4등급,161
G70 2.0T-GDI 2WD (18인치 타이어) (15),현대,휘발유,1998 ,자동8,10.7,4등급,156
G70 2.0T-GDI AWD (19인치 타이어) (15),현대,휘발유,1998 ,자동8,9.5,4등급,177
"SM5 2.0 (17"" Tire)",르노삼성,휘발유,1998 ,무단변속,11.2,4등급,151
재규어 XF 25t,재규어,휘발유,1997 ,자동8,10.5,4등급,160
캐딜락 CT6 2.0T,GM,휘발유,1998 ,자동8,10.2,4등급,171
레인지로버 벨라 D240,랜드로버,경유,1999 ,자동8,10.9,4등급,177
재규어 XF 25t AWD,재규어,휘발유,1997 ,자동8,10.2,4등급,165
GLA250 4Matic,벤츠,휘발유,1991 ,자동7,10.5,4등급,165
CLA220,벤츠,휘발유,1991 ,자동7,11.5,4등급,151
B220,벤츠,휘발유,1991 ,자동7,11.1,4등급,156
C200 4Matic,벤츠,휘발유,1991 ,자동9,10.7,4등급,162
"C200 4Matic (17"", 18"", 19"" Tire)",벤츠,휘발유,1991 ,자동9,11.3,4등급,153
GLA220,벤츠,휘발유,1991 ,자동7,11.2,4등급,155
Mercedes-AMG GLA45 4Matic,벤츠,휘발유,1991 ,자동7,9.4,4등급,185
렉서스 LC500h,토요타,휘발유,3456 ,무단변속,10.9,4등급,155
G4 렉스턴 5인승 2.2 2WD 7AT,쌍용,경유,2157 ,자동7,10.5,4등급,186
코란도투리스모 9인승 2.2 4WD 7AT,쌍용,경유,2157 ,자동7,10.1,4등급,194
코란도투리스모 11인승 2.2 2WD 7AT,쌍용,경유,2157 ,자동7,10.6,4등급,184
코란도투리스모 샤토 9인승 2.2 4WD 7AT,쌍용,경유,2157 ,자동7,9.8,4등급,200
코란도투리스모 샤토 11인승 2.2 4WD 7AT,쌍용,경유,2157 ,자동7,9.8,4등급,200
코란도투리스모 9인승 2.2 2WD 7AT,쌍용,경유,2157 ,자동7,10.6,4등급,184
G4 렉스턴 7인승 2.2 2WD 7AT,쌍용,경유,2157 ,자동7,10.5,4등급,186
G4 렉스턴 7인승 2.2 4WD 7AT,쌍용,경유,2157 ,자동7,10.1,4등급,193
코란도투리스모 11인승 2.2 4WD 7AT,쌍용,경유,2157 ,자동7,10.1,4등급,194
코란도스포츠 2.2 6AT 4WD,쌍용,경유,2157 ,자동6,10.7,4등급,182
G4 렉스턴 5인승 2.2 4WD 7AT,쌍용,경유,2157 ,자동7,10.1,4등급,193
코란도스포츠 2.2 6AT 2WD,쌍용,경유,2157 ,자동6,11,4등급,177
벤츠 C200 Cabriolet,벤츠,휘발유,1991 ,자동9,10.3,4등급,169
C200 Cabriolet,벤츠,휘발유,1991 ,자동9,10.6,4등급,164
C200,벤츠,휘발유,1991 ,자동9,11.4,4등급,151
쏘렌토(PE) 2.0T-GDI 2WD 5인 (19인치 타이어) (15),기아,휘발유,1998 ,자동8,9.4,4등급,180
쏘렌토(PE) 2.0T-GDI 2WD 7인 (18인치 타이어)(15),기아,휘발유,1998 ,자동8,9.6,4등급,175
"쏘렌토(PE) 2.0디젤 4WD ISG 5인(19""타이어) (15)",기아,경유,1995 ,자동6,11.3,4등급,170
"쏘렌토(PE) 2.0디젤 4WD ISG 7인(19""타이어) (15)",기아,경유,1995 ,자동6,11.3,4등급,170
쏘렌토(PE) 2.0T-GDI 2WD 7인 (19인치 타이어) (15),기아,휘발유,1998 ,자동8,9.4,4등급,180
쏘렌토(PE) 2.0T-GDI 2WD 5인 (18인치 타이어)(15),기아,휘발유,1998 ,자동8,9.6,4등급,175
"코나 1.6T-GDI 4WD (18""타이어) (15)",현대,휘발유,1591 ,자동7,11,4등급,151
"코나 1.6T-GDI 4WD (16""타이어) (15)",현대,휘발유,1591 ,자동7,11.3,4등급,147
"코나 1.6T-GDI 4WD (17""타이어) (15)",현대,휘발유,1591 ,자동7,11.1,4등급,150
E300 (AMG Line),벤츠,휘발유,1991 ,자동9,11,4등급,158
INFINITI QX60 Hybrid,닛산,휘발유,2488 ,무단변속,10.5,4등급,162
E300 4Matic (AMG Line),벤츠,휘발유,1991 ,자동9,9.6,4등급,181
BMW 428i Convertible,BMW,휘발유,1997 ,자동8,11.1,4등급,154
디스커버리 TD6,랜드로버,경유,2993 ,자동8,9.4,4등급,208
레인지로버 스포츠 3.0D,랜드로버,경유,2993 ,자동8,10.7,4등급,181
재규어 XF 30t AWD,재규어,휘발유,1997 ,자동8,10.2,4등급,164
BMW X3 xDrive30d,BMW,경유,2993 ,자동8,11.3,4등급,175
그랜드 스타렉스 2.5디젤 2WD 11인 (15),현대,경유,2497 ,자동5,9.5,4등급,207
그랜드 스타렉스 2.5디젤 2WD 11인 (15),현대,경유,2497 ,수동6,10.8,4등급,179
그랜드 스타렉스 2.5디젤 어린이버스 2WD (15),현대,경유,2497 ,자동5,9.4,4등급,208
캡티바 2.0 디젤 7인승,한국지엠,경유,1956 ,자동6,11.4,4등급,170
그랜드 스타렉스 2.5디젤 2WD 12인 (15),현대,경유,2497 ,수동6,10.8,4등급,179
그랜드 스타렉스 2.5디젤 5밴 (15),현대,경유,2497 ,수동6,11,4등급,175
그랜드 스타렉스 2.5디젤 3밴 (15),현대,경유,2497 ,수동6,11,4등급,175
그랜드 스타렉스 2.5디젤 2WD 12인 (15),현대,경유,2497 ,자동5,9.5,4등급,207
그랜드 스타렉스 2.5디젤 어린이보호차 2WD (15),현대,경유,2497 ,자동5,9.4,4등급,208
BMW X6 xDrive30d,BMW,경유,2993 ,자동8,10.5,4등급,185
카니발 2.2디젤 하이리무진 9인 (15),기아,경유,2199 ,자동6,9.9,4등급,197
카니발 2.2디젤 아웃도어 11인 (15),기아,경유,2199 ,자동6,9.9,4등급,196
카니발 2.2디젤 하이리무진 11인 (15),기아,경유,2199 ,자동6,9.9,4등급,196
토요타 RAV4 AWD,토요타,휘발유,2494 ,자동6,9.4,4등급,180
카니발 2.2디젤 아웃도어 7인 (15),기아,경유,2199 ,자동6,9.9,4등급,197
카니발 2.2디젤 하이리무진 7인 (15),기아,경유,2199 ,자동6,9.9,4등급,197
카니발 2.2디젤 아웃도어 9인 (15),기아,경유,2199 ,자동6,9.9,4등급,197
쏘나타 2.0LPI MT (15),현대,LPG,1999 ,수동6,9.5,4등급,136
토요타 AVALON,토요타,휘발유,3456 ,자동6,9.7,4등급,175
볼보 S60T5,볼보,휘발유,1969 ,자동8,11.1,4등급,153
스팅어 2.0T-GDI 2WD_18인치 타이어 (15),기아,휘발유,1998 ,자동8,10.4,4등급,161
스팅어 2.0T-GDI AWD_18인치 타이어 (15),기아,휘발유,1998 ,자동8,9.6,4등급,175
스팅어 2.0T-GDI 2WD_19인치 타이어 (15),기아,휘발유,1998 ,자동8,10.1,4등급,165
스팅어 2.0T-GDI AWD_19인치 타이어 (15),기아,휘발유,1998 ,자동8,9.4,4등급,179
BMW 630d,BMW,경유,2993 ,자동8,11.4,4등급,170
볼보 V40T5,볼보,휘발유,1969 ,자동8,11.1,4등급,154
BMW 630d xDrive,BMW,경유,2993 ,자동8,11.4,4등급,170
"쏘렌토 2.2디젤 4WD ISG 5인(19""타이어) (15)",기아,경유,2199 ,자동6,11.2,4등급,173
"쏘렌토 2.0디젤 4WD ISG 5인(19""타이어) (15)",기아,경유,1995 ,자동6,11.3,4등급,171
BMW 428i Coupe,BMW,휘발유,1997 ,자동8,10.4,4등급,164
"쏘렌토 2.0디젤 4WD ISG 7인(19""타이어) (15)",기아,경유,1995 ,자동6,11.3,4등급,171
"쏘울 1.6GDI (18""타이어) (15)",기아,휘발유,1591 ,자동6,10.8,4등급,152
"쏘울 1.6GDI (16""타이어) (15)",기아,휘발유,1591 ,자동6,11.3,4등급,146
"쏘렌토 2.2디젤 4WD ISG 7인(19""타이어) (15)",기아,경유,2199 ,자동6,11.2,4등급,173
BMW Gran Turismo 30d xDrive,BMW,경유,2993 ,자동8,10.1,4등급,192
BMW 420i Coupe,BMW,휘발유,1998 ,자동8,11.1,4등급,154
"i40 2.0GDI (Wagon_17,18인치 타이어) (15)",현대,휘발유,1999 ,자동6,10.4,4등급,163
C200 Coupe,벤츠,휘발유,1991 ,자동9,10.9,4등급,158
볼보 V60CCT5 AWD,볼보,휘발유,1969 ,자동8,10.2,4등급,168
쏘나타(LF)개조차 2.0LPI MT (15),현대,LPG,1999 ,수동6,9.5,4등급,136
"i40 2.0GDI (Sedan_17,18인치 타이어) (15)",현대,휘발유,1999 ,자동6,10.9,4등급,155
i40 2.0GDI (Sedan_16인치 타이어) (15),현대,휘발유,1999 ,자동6,11.3,4등급,149
i40 2.0GDI (Wagon_16인치 타이어) (15),현대,휘발유,1999 ,자동6,10.7,4등급,158
BMW 430i Convertible,BMW,휘발유,1998 ,자동8,11.1,4등급,156
BMW 430i Coupe,BMW,휘발유,1998 ,자동8,11.2,4등급,154
K5(JF) 2.0TGDI GT(썸머타이어) (15),기아,휘발유,1998 ,자동6,9.8,4등급,171
"카니발 2.2디젤 7인(19""타이어) (15)",기아,경유,2199 ,자동6,10.9,4등급,180
모하비 3.0 디젤 2WD 7인 (15),기아,경유,2959 ,자동8,10.3,4등급,190
"카니발 2.2디젤 9인(18""타이어) (15)",기아,경유,2199 ,자동6,11.1,4등급,174
모하비 3.0 디젤 선택4WD 7인 (15),기아,경유,2959 ,자동8,9.9,4등급,197
"카니발 2.2디젤 9인(19""타이어) (15)",기아,경유,2199 ,자동6,10.9,4등급,180
모하비 3.0 디젤 2WD 5인 (15),기아,경유,2959 ,자동8,10.3,4등급,190
모하비 3.0 디젤 선택4WD 5인 (15),기아,경유,2959 ,자동8,9.9,4등급,197
모하비 3.0 디젤 상시4WD 5인 (15),기아,경유,2959 ,자동8,9.8,4등급,200
모하비 3.0 디젤 상시4WD 7인 (15),기아,경유,2959 ,자동8,9.8,4등급,200
"카니발 2.2디젤 11인(17/18""타이어) (15)",기아,경유,2199 ,자동6,11.1,4등급,175
볼보 XC60T6 AWD,볼보,휘발유,1969 ,자동8,9.4,4등급,183
C200 AV,벤츠,휘발유,1991 ,자동9,11.4,4등급,152
쏘나타(LF)개조차 2.0LPI AT (15),현대,LPG,1999 ,자동6,9.5,4등급,138
쏘나타(LF)개조차 2.0T-GDI (15),현대,휘발유,1998 ,자동8,10.7,4등급,156
C200,벤츠,휘발유,1991 ,자동9,11.3,4등급,154
Mercedes-AMG CLA45 4Matic,벤츠,휘발유,1991 ,자동7,9.9,4등급,176
Mercedes-AMG SLC43,벤츠,휘발유,2996 ,자동9,9.5,4등급,184
BMW 330i,BMW,휘발유,1998 ,자동8,11.3,4등급,152
INFINITI Q30,닛산,휘발유,1991 ,자동7,11.1,4등급,154
"싼타페 2.0디젤 4WD ISG 7인(19""타이어) (15)",현대,경유,1995 ,자동6,11.3,4등급,170
"싼타페 2.0디젤 4WD ISG 5인(19""타이어) (15)",현대,경유,1995 ,자동6,11.3,4등급,170
"싼타페 2.2디젤 4WD ISG 5인(19""타이어) (15)",현대,경유,2199 ,자동6,11.2,4등급,172
"싼타페 2.2디젤 4WD ISG 7인(19""타이어) (15)",현대,경유,2199 ,자동6,11.2,4등급,172
"그랜저 3.3GDI 8AT (19""타이어) (15)",현대,휘발유,3342 ,자동8,9.7,4등급,173
"스포티지 2.0MPI(17""타이어) (15)",기아,휘발유,1999 ,자동6,10.4,4등급,161
"스포티지 2.0MPI(18""타이어) (15)",기아,휘발유,1999 ,자동6,10.3,4등급,163
MINI Clubman John Cooper Works ALL4,MINI,휘발유,1998 ,자동8,10.9,4등급,158
MINI Cooper S Countryman,BMW,휘발유,1998 ,자동8,11.1,4등급,161
MINI Cooper S Countryman ALL4,BMW,휘발유,1998 ,자동8,10.8,4등급,158
BMW 640d xDrive Gran Coupe,BMW,경유,2993 ,자동8,11,4등급,183
MINI Cooper Countryman,BMW,휘발유,1499 ,자동6,11.4,4등급,151
INFINITI Q60,닛산,휘발유,2997 ,자동7,9.6,4등급,180
BMW 420i Gran Coupe,BMW,휘발유,1997 ,자동8,11.1,4등급,155
INFINITI Q60,닛산,휘발유,2997 ,자동7,9.6,4등급,180
BMW X4 xDrive20d,BMW,경유,1995 ,자동8,11.4,4등급,175
볼보 V90CCT5 AWD,볼보,휘발유,1969 ,자동8,10.9,4등급,159
볼보 S60T6 AWD,볼보,휘발유,1969 ,자동8,9.9,4등급,174
BMW X6 M50d,BMW,경유,2993 ,자동8,9.5,4등급,212
BMW X5 M50d,BMW,경유,2993 ,자동8,9.5,4등급,212
BMW X3 xDrive20d,BMW,경유,1995 ,자동8,11.5,4등급,174
BMW X5 xDrive40d,BMW,경유,2993 ,자동8,10.4,4등급,193
BMW X6 xDrive40d,BMW,경유,2993 ,자동8,10.4,4등급,193
BMW 530i,BMW,휘발유,1998 ,자동8,11.2,4등급,153
BMW 530i xDrive,BMW,휘발유,1998 ,자동8,10.4,4등급,165
K7(YG) 2.4GDI 17MY (19인치타이어) (15),기아,휘발유,2359 ,자동6,10.6,4등급,159
K7(YG) 2.4GDI 17MY (18인치타이어) (15),기아,휘발유,2359 ,자동6,11,4등급,153
K7(YG) 2.4GDI 17MY (17인치타이어) (15),기아,휘발유,2359 ,자동6,11.1,4등급,151
BMW X5 xDrive30d,BMW,경유,2993 ,자동8,10.5,4등급,185
KENBO 600,DFSK,휘발유,1498 ,무단변속,9.7,4등급,173
짚 그랜드 체로키,크라이슬러,경유,2987 ,자동8,10.4,4등급,188
SLC250,벤츠,휘발유,1991 ,자동9,10.7,4등급,163
"그랜저 3.0GDI 8AT (18""타이어) (15)",현대,휘발유,2999 ,자동8,10.1,4등급,168
"그랜저 2.4GDI (18""타이어) (15)",현대,휘발유,2359 ,자동6,11,4등급,153
"그랜저 2.4GDI (19""타이어) (15)",현대,휘발유,2359 ,자동6,10.8,4등급,155
"그랜저 2.4GDI (17""타이어) (15)",현대,휘발유,2359 ,자동6,11.2,4등급,150
"그랜저 3.0GDI 8AT (19""타이어) (15)",현대,휘발유,2999 ,자동8,9.9,4등급,171
E200,벤츠,휘발유,1991 ,자동9,11.1,4등급,156
맥스크루즈 2.2디젤 4WD 6인(8AT) (15),현대,경유,2199 ,자동8,11.3,4등급,171
맥스크루즈 2.2디젤 4WD 7인(8AT) (15),현대,경유,2199 ,자동8,11.3,4등급,171
볼보 S90T5,볼보,휘발유,1969 ,자동8,11,4등급,155
마세라티 르반떼 디젤,마제라티,경유,2987 ,자동8,9.5,4등급,206
GLE350 d 4Matic Coupe,벤츠,경유,2987 ,자동9,10.1,4등급,193
GLS350 d 4Matic,벤츠,경유,2987 ,자동9,9.5,4등급,207
"아슬란 3.3GDI 8AT (18""타이어) (15)",현대,휘발유,3342 ,자동8,9.7,4등급,175
"아슬란 3.3GDI 8AT (19""타이어) (15)",현대,휘발유,3342 ,자동8,9.6,4등급,177
"아슬란 3.0GDI 8AT (18""타이어) (15)",현대,휘발유,2999 ,자동8,9.9,4등급,171
"아슬란 3.0GDI 8AT (19""타이어) (15)",현대,휘발유,2999 ,자동8,9.8,4등급,173
CLA250 4Matic,벤츠,휘발유,1991 ,자동7,10.6,4등급,164
BMW 320i,BMW,휘발유,1997 ,자동8,11.2,4등급,153
CLS400,벤츠,휘발유,2996 ,자동7,9.6,4등급,184
C200 Cabriolet,벤츠,휘발유,1991 ,자동9,10.6,4등급,163
BMW 420i Gran Coupe,BMW,휘발유,1997 ,자동8,11.2,4등급,153
BMW 740d xDrive,BMW,경유,2993 ,자동8,11.2,4등급,174
Mercedes-AMG C43 4Matic Coupe,벤츠,휘발유,2996 ,자동9,9.4,4등급,187
"Lincoln MKZ 2.0 (18"" Tire)",포드,휘발유,1999 ,자동6,9.9,4등급,174
포터 2.5디젤 초장축 표준캡(유로6) (15),현대,경유,2497 ,수동6,9.6,4등급,202
포터 2.5디젤 장축 슈퍼캡(유로6) (15),현대,경유,2497 ,수동6,9.6,4등급,202
봉고 1t 초장축 슈퍼캡(유로6) (15),기아,경유,2497 ,수동6,9.6,4등급,202
봉고 1t 장축 표준캡(유로6) (15),기아,경유,2497 ,수동6,9.6,4등급,201
포터 2.5디젤 초장축 슈퍼캡(유로6) (15),현대,경유,2497 ,수동6,9.6,4등급,202
포터 2.5디젤 장축 표준캡(유로6) (15),현대,경유,2497 ,수동6,9.6,4등급,201
포터 2.5디젤 장축 더블캡(유로6) (15),현대,경유,2497 ,수동6,9.4,4등급,207
포터 2.5디젤 초장축 더블캡(유로6) (15),현대,경유,2497 ,수동6,9.4,4등급,207
봉고 1t 장축 더블캡(유로6) (15),기아,경유,2497 ,수동6,9.4,4등급,207
봉고 1t 초장축 표준캡(유로6) (15),기아,경유,2497 ,수동6,9.6,4등급,202
봉고 1t 초장축 더블캡(유로6) (15),기아,경유,2497 ,수동6,9.4,4등급,207
봉고 1t 장축 슈퍼캡(유로6) (15),기아,경유,2497 ,수동6,9.6,4등급,202
Lincoln MKZ 2.0 AWD,포드,휘발유,1999 ,자동6,9.6,4등급,179
"Lincoln MKZ 2.0 (19"" tire)",포드,휘발유,1999 ,자동6,10,4등급,171
E300,벤츠,휘발유,1991 ,자동9,10.8,4등급,161
카이엔 디젤,포르쉐,경유,2967 ,자동8,10.7,4등급,181
"G80 3.3GDI 2WD (18""타이어)",현대,휘발유,3342 ,자동8,9.6,4등급,184
K5(JF) 2.0LPI 6AT(ISG)_17MY (15),기아,LPG,1999 ,자동6,9.6,4등급,136
K5(JF) 2.0LPI 6AT_17MY (15),기아,LPG,1999 ,자동6,9.4,4등급,138
"G80 3.3GDI 2WD (19""타이어)",현대,휘발유,3342 ,자동8,9.4,4등급,189
재규어 F-PACE 30d,재규어,경유,2993 ,자동8,11.5,4등급,168
BMW M2,BMW,휘발유,2979 ,자동7,9.4,4등급,184
BMW X4 M40i,BMW,휘발유,2979 ,자동8,9.6,4등급,181
E300 4Matic,벤츠,휘발유,1991 ,자동9,10.3,4등급,169
718 박스터,포르쉐,휘발유,1988 ,자동7,9.4,4등급,179
렉서스 GS200t,토요타,휘발유,1998 ,자동8,10.1,4등급,170
"쏘울 1.6GDI 18""타이어 (17MY)",기아,휘발유,1591 ,자동6,11.5,4등급,152
BMW 740Li xDrive,BMW,휘발유,2998 ,자동8,9.7,4등급,179
말리부 2.0 TURBO,한국지엠,휘발유,1998 ,자동6,10.8,4등급,160
짚그랜드체로키,크라이슬러,경유,2987 ,자동8,10.6,4등급,183
"투싼(TL) 1.6T-GDI (18"" 타이어) (15)",현대,휘발유,1591 ,자동7,11.2,4등급,148
그랜저 3.0GDI (19인치 타이어),현대,휘발유,2999 ,자동6,9.6,4등급,185
"투싼(TL) 1.6T-GDI (17"" 타이어) (15)",현대,휘발유,1591 ,자동7,11.5,4등급,143
재규어 XF 35t,재규어,휘발유,2995 ,자동8,9.4,4등급,180
티볼리 가솔린 MT 2WD Long,쌍용,휘발유,1597 ,수동6,11.3,4등급,145
S350 d,벤츠,경유,2987 ,자동9,11.5,4등급,167
레인지로버 스포츠 3.0D 하이브리드,랜드로버,경유,2993 ,자동8,10.9,4등급,177
재규어 XF 25t,재규어,휘발유,1999 ,자동8,10.1,4등급,166
레인지로버 3.0D 하이브리드,랜드로버,경유,2993 ,자동8,10.8,4등급,179
마칸 S 디젤,포르쉐,경유,2967 ,자동7,11.3,4등급,171
911 카레라,포르쉐,휘발유,2981 ,자동7,9.4,4등급,184
911 카레라 카브리올레,포르쉐,휘발유,2981 ,자동7,9.4,4등급,184
모하비 3.0 디젤 선택4WD 5인(유로6),기아,경유,2959 ,자동8,10.3,4등급,197
모하비 3.0 디젤 상시4WD 5인(유로6),기아,경유,2959 ,자동8,10.2,4등급,199
모하비 3.0 디젤 선택4WD 7인(유로6),기아,경유,2959 ,자동8,10.3,4등급,197
모하비 3.0 디젤 상시4WD 7인(유로6),기아,경유,2959 ,자동8,10.2,4등급,199
모하비 3.0 디젤 2WD 7인(유로6),기아,경유,2959 ,자동8,10.7,4등급,189
모하비 3.0 디젤 2WD 5인(유로6),기아,경유,2959 ,자동8,10.7,4등급,189
캐딜락ATS AWD,GM,휘발유,1998 ,자동8,10.3,4등급,172
캐딜락 CTS,GM,휘발유,1998 ,자동8,10.5,4등급,168
캐딜락 ATS COUPE,GM,휘발유,1998 ,자동8,10.6,4등급,165
캐딜락 CTS AWD,GM,휘발유,1998 ,자동8,9.4,4등급,189
캐딜락 ATS,GM,휘발유,1998 ,자동8,10.6,4등급,165
티볼리 가솔린 AT 2WD Long,쌍용,휘발유,1597 ,자동6,10.8,4등급,153
K7(YG) 2.4GDI (17인치타이어) (15),기아,휘발유,2359 ,자동6,11.1,4등급,153
K7(YG) 3.3GDI (18인치타이어) (15),기아,휘발유,3342 ,자동8,10,4등급,170
K7(YG) 3.3GDI (19인치타이어) (15),기아,휘발유,3342 ,자동8,9.7,4등급,176
K7(YG) 2.4GDI (18인치타이어) (15),기아,휘발유,2359 ,자동6,10.8,4등급,157
GLE250 d 4Matic,벤츠,경유,2143 ,자동9,11.1,4등급,173
GLE350 d 4Matic,벤츠,경유,2987 ,자동9,9.7,4등급,200
Mercedes-AMG A45 4Matic,벤츠,휘발유,1991 ,자동7,9.5,4등급,183
SLC200,벤츠,휘발유,1991 ,자동9,10.6,4등급,162
CK MINI VAN,DFSK,휘발유,1342 ,수동5,10.3,4등급,163
ACCORD 3.5,혼다,휘발유,3471 ,자동6,10.5,4등급,167
레인지로버 3.0D,랜드로버,경유,2993 ,자동8,11.1,4등급,181
Maxima,닛산,휘발유,3498 ,무단변속,9.9,4등급,175
티볼리 가솔린 AT AWD Long,쌍용,휘발유,1597 ,자동6,10,4등급,167
티볼리 가솔린 AT 2WD Short,쌍용,휘발유,1597 ,자동6,11.4,4등급,148
티볼리 가솔린 AT AWD Short,쌍용,휘발유,1597 ,자동6,10.7,4등급,158
LEGEND,혼다,휘발유,3471 ,자동6,9.7,4등급,181
K5(JF) 2.0LPI 6AT(ISG)(15),기아,LPG,1999 ,자동6,9.4,4등급,139
K5(JF) 2.0LPI 6MT(15),기아,LPG,1999 ,수동6,9.6,4등급,134
K5(JF) 2.0가솔린(18인치 타이어)(15),기아,휘발유,1999 ,자동6,11.4,4등급,148
