모델명,제조/수입사,차종,유형,자동차형식,연료종류,배기량,변속형식,복합모드_CO2,복합_연비,등급
스팅어 2.0T-GDI AWD_19인치타이어(올시즌),기아,승용차,일반형,내연기관,휘발유,1998,자동8,181,9.5,4등급
스팅어 3.3T-GDI 2WD_19인치타이어(올시즌),기아,승용차,일반형,내연기관,휘발유,3342,자동8,192,9,5등급
스팅어 3.3T-GDI AWD_19인치타이어(올시즌),기아,승용차,일반형,내연기관,휘발유,3342,자동8,203,8.5,5등급
DANIGO 3,(주)대창모터스,화물차,화물,전기,전기,0,없음,0,6.1,고속
다니고3픽업(DANIGO 3 PICK UP) ,(주)대창모터스,화물차,화물,전기,전기,0,없음,0,6.1,고속
아이오닉 전기차(PE),현대,승용차,일반형,전기(MCT),전기,0,없음,0,6.3,고속
Mercedes-AMG S63 4Matic Cabriolet,벤츠,승용차,일반형,내연기관,휘발유,3982,자동9,267,6.7,5등급
Lincoln Nautilus 2.7 AWD,포드,승용차,다목적형,내연기관,휘발유,2694,자동8,195,8.7,5등급
"투싼 개조차 2.0디젤 2WD 6MT (19""타이어)",현대,승용차,다목적형,내연기관,경유,1995,수동6,131,14.4,2등급
"투싼 개조차 2.0디젤 2WD 6MT (18""타이어)",현대,승용차,다목적형,내연기관,경유,1995,수동6,128,14.7,2등급
"투싼 개조차 2.0디젤 2WD 6MT (17""타이어)",현대,승용차,다목적형,내연기관,경유,1995,수동6,124,15.1,2등급
INFINITI QX60 2WD,닛산,승용차,다목적형,내연기관,휘발유,3498,무단변속,193,8.9,5등급
INFINITI QX60 AWD,닛산,승용차,다목적형,내연기관,휘발유,3498,무단변속,200,8.7,5등급
Urus,람보르기니,승용차,다목적형,내연기관,휘발유,3996,자동8,281,6.3,5등급
Urus,람보르기니,승용차,다목적형,내연기관,휘발유,3996,자동8,281,6.3,5등급
짚 그랜드 체로키,크라이슬러,승용차,다목적형,내연기관,경유,2987,자동8,212,9.3,5등급
BMW 520d,BMW,승용차,일반형,내연기관,경유,1995,자동8,142,13.4,3등급
BMW 620d xDrive,BMW,승용차,일반형,내연기관,경유,1995,자동8,154,12.4,3등급
BMW X4 M,BMW,승용차,다목적형,내연기관,휘발유,2993,자동8,247,7.1,5등급
쏘나타(DN8) 2.0CVVL_17인치타이어,현대,승용차,일반형,내연기관,휘발유,1999,자동6,126,13.3,3등급
쏘나타(DN8) 2.0LPI_18인치타이어,현대,승용차,일반형,내연기관,LPG,1999,자동6,133,9.8,4등급
쏘나타(DN8) 2.0LPI_16인치타이어,현대,승용차,일반형,내연기관,LPG,1999,자동6,126,10.3,4등급
쏘나타(DN8) 2.0CVVL_18인치타이어,현대,승용차,일반형,내연기관,휘발유,1999,자동6,129,13,3등급
쏘나타(DN8) 2.0CVVL_16인치타이어,현대,승용차,일반형,내연기관,휘발유,1999,자동6,128,13.1,3등급
쏘나타(DN8) 2.0LPI_18인치타이어_21MY,현대,승용차,일반형,내연기관,LPG,1999,자동6,132,9.9,4등급
C220 d 4Matic Coupe,벤츠,승용차,일반형,내연기관,경유,1950,자동9,134,14.2,2등급
Citroen C5 AirCross 2.0 BlueHDi,PSA Automobiles,승용차,다목적형,내연기관,경유,1997,자동8,150,12.7,3등급
Maxima,닛산,승용차,일반형,내연기관,휘발유,3498,무단변속,182,9.4,4등급
Citroen Grand C4 SPACETOURER 1.5 BlueHDi,PSA Automobiles,승용차,일반형,내연기관,경유,1499,자동8,130,14.5,2등급
Citroen C5 AirCross 1.5 BlueHDi,PSA Automobiles,승용차,다목적형,내연기관,경유,1499,자동8,133,14.2,2등급
제인모터스칼마토EV1톤내장탑차,제인모터스,화물차,화물,전기(MCT),전기,0,없음,0,2.3,고속
짚 레니게이드,크라이슬러,승용차,다목적형,내연기관,경유,1956,자동9,164,11.8,3등급
INFINITI Q60,닛산,승용차,일반형,내연기관,휘발유,2997,자동7,183,9.4,4등급
렉서스 UX250h 2WD,토요타,승용차,다목적형,하이브리드,휘발유,1987,무단변속,95,16.7,1등급
렉서스 UX250h AWD,토요타,승용차,다목적형,하이브리드,휘발유,1987,무단변속,100,15.9,2등급
BMW 330i,BMW,승용차,일반형,내연기관,휘발유,1998,자동8,153,11.1,4등급
BMW X7 M50d,BMW,승용차,다목적형,내연기관,경유,2993,자동8,217,9,5등급
BMW X7 xDrive30d,BMW,승용차,다목적형,내연기관,경유,2993,자동8,206,9.5,4등급
짚 그랜드 체로키,크라이슬러,승용차,다목적형,내연기관,경유,2987,자동8,212,9.3,5등급
"K7 3.0 LPI (PE/18""타이어)",기아,승용차,일반형,내연기관,LPG,2999,자동6,183,7.3,5등급
"K7 3.0 LPI (PE/17""타이어)",기아,승용차,일반형,내연기관,LPG,2999,자동6,175,7.6,5등급
"쏘울 전기차(기본형, 64kWh)",기아,승용차,일반형,전기(MCT),전기,0,없음,0,5.4,고속
"쏘울 전기차 (도심형, 39.2kWh)",기아,승용차,일반형,전기(MCT),전기,0,없음,0,5.6,고속
짚 레니게이드 2.4,크라이슬러,승용차,다목적형,내연기관,휘발유,2360,자동9,171,10,4등급
"쏘울 1.6T-GDI (18"" 타이어)",기아,승용차,일반형,내연기관,휘발유,1591,자동7,137,12.2,3등급
"쏘울 1.6T-GDI (17"" 타이어)",기아,승용차,일반형,내연기관,휘발유,1591,자동7,134,12.4,3등급
BMW Z4 sDrive20i,BMW,승용차,일반형,내연기관,휘발유,1998,자동8,159,10.7,4등급
BMW 330i xDrive,BMW,승용차,일반형,내연기관,휘발유,1998,자동8,164,10.4,4등급
BMW 745e iPerformance,BMW,승용차,일반형,PHEV,전기+휘발유,2998,자동8,63,2.9 / 10,PHEV
Citroen Grand C4 SPACETOURER 2.0 BlueHDi,PSA Automobiles,승용차,일반형,내연기관,경유,1997,자동8,151,12.7,3등급
Peugeot 508SW 1.5 BlueHDi,PSA Automobiles,승용차,일반형,내연기관,경유,1499,자동8,129,14.6,2등급
Peugeot 508 1.5 BlueHDi,PSA Automobiles,승용차,일반형,내연기관,경유,1499,자동8,129,14.6,2등급
"G90 5.0GDI AWD 리무진 5인 (19""타이어)",현대,승용차,일반형,내연기관,휘발유,5038,자동8,241,7.2,5등급
"G90 5.0GDI AWD 리무진 4인 (19""타이어)",현대,승용차,일반형,내연기관,휘발유,5038,자동8,241,7.2,5등급
아이오닉 1.6GDI 플러그인하이브리드 개조차_6DCT,현대,승용차,일반형,PHEV,전기+휘발유,1580,자동6,17,5.5 / 20.5,PHEV
BMW X7 M50d,BMW,승용차,다목적형,내연기관,경유,2993,자동8,217,9,5등급
BMW X2 xDrive18d,BMW,승용차,다목적형,내연기관,경유,1995,자동8,140,13.6,3등급
MINI John Cooper Works Countryman ALL4,MINI,승용차,일반형,내연기관,휘발유,1998,자동8,180,9.6,4등급
"팰리세이드 2.2디젤 AWD 8인(20""타이어)",현대,승용차,다목적형,내연기관,경유,2199,자동8,167,11.5,4등급
"팰리세이드 2.2디젤 AWD 8인(18""타이어)",현대,승용차,다목적형,내연기관,경유,2199,자동8,163,11.8,3등급
"팰리세이드 2.2디젤 2WD 8인(20""타이어)",현대,승용차,다목적형,내연기관,경유,2199,자동8,160,12,3등급
"팰리세이드 2.2디젤 AWD 7인(20""타이어)",현대,승용차,다목적형,내연기관,경유,2199,자동8,167,11.5,4등급
"팰리세이드 2.2디젤 AWD 7인(18""타이어)",현대,승용차,다목적형,내연기관,경유,2199,자동8,163,11.8,3등급
"팰리세이드 2.2디젤 2WD 7인(20""타이어)",현대,승용차,다목적형,내연기관,경유,2199,자동8,160,12,3등급
"팰리세이드 2.2디젤 2WD 8인(18""타이어)",현대,승용차,다목적형,내연기관,경유,2199,자동8,155,12.4,3등급
"팰리세이드 2.2디젤 2WD 7인(18"" 타이어)",현대,승용차,다목적형,내연기관,경유,2199,자동8,151,12.6,3등급
"팰리세이드 3.8GDI AWD 8인(18""타이어)",현대,승용차,다목적형,내연기관,휘발유,3778,자동8,191,9,5등급
"팰리세이드 3.8GDI 2WD 8인(20""타이어)",현대,승용차,다목적형,내연기관,휘발유,3778,자동8,184,9.3,5등급
"팰리세이드 3.8GDI 2WD 8인 (18"" 타이어)",현대,승용차,다목적형,내연기관,휘발유,3778,자동8,178,9.6,4등급
"팰리세이드 3.8GDI AWD 8인 (20"" 타이어)",현대,승용차,다목적형,내연기관,휘발유,3778,자동8,192,8.9,5등급
"팰리세이드 3.8GDI AWD 7인(18""타이어)",현대,승용차,다목적형,내연기관,휘발유,3778,자동8,191,9,5등급
"팰리세이드 3.8GDI 2WD 7인(20""타이어)",현대,승용차,다목적형,내연기관,휘발유,3778,자동8,184,9.3,5등급
"팰리세이드 3.8GDI 2WD 7인 (18"" 타이어)",현대,승용차,다목적형,내연기관,휘발유,3778,자동8,178,9.6,4등급
"팰리세이드 3.8GDI AWD 7인 (20"" 타이어)",현대,승용차,다목적형,내연기관,휘발유,3778,자동8,192,8.9,5등급
파나메라 4 (5인승),포르쉐,승용차,일반형,내연기관,휘발유,2995,자동8,202,8.5,5등급
토요타 Camry Hybrid LE,토요타,승용차,일반형,하이브리드,휘발유,2487,무단변속,92,17.5,1등급
Rolls-Royce Cullinan,롤스로이스,승용차,일반형,내연기관,휘발유,6749,자동8,319,5.6,5등급
BMW 320d,BMW,승용차,일반형,내연기관,경유,1995,자동8,132,14.3,2등급
BMW 320d xDrive,BMW,승용차,일반형,내연기관,경유,1995,자동8,141,13.5,3등급
BMW M550d xDrive RDE,BMW,승용차,일반형,내연기관,경유,2993,자동8,183,10.6,4등급
BMW 220d,BMW,승용차,일반형,내연기관,경유,1995,자동8,137,13.9,2등급
아반떼(AD PE) 1.6디젤_7DCT (17''타이어),현대,승용차,일반형,내연기관,경유,1582,자동7,108,17.2,1등급
아반떼(AD PE) 1.6디젤 7DCT,현대,승용차,일반형,내연기관,경유,1582,자동7,104,17.8,1등급
캐딜락 CT6 2.0T,GM,승용차,일반형,내연기관,휘발유,1998,자동10,156,11,4등급
캐딜락 CT6 3.6,GM,승용차,일반형,내연기관,휘발유,3649,자동10,201,8.7,5등급
LEAF,닛산,승용차,일반형,전기,전기,0,없음,0,5.1,고속
C220 d ,벤츠,승용차,일반형,내연기관,경유,1950,자동9,131,14.4,2등급
BMW X7 xDrive30d,BMW,승용차,다목적형,내연기관,경유,2993,자동8,206,9.5,4등급
재규어 I-PACE EV400,재규어,승용차,다목적형,전기(MCT),전기,0,없음,0,3.5,고속
BMW i3 120Ah,BMW,승용차,일반형,전기(MCT),전기,0,없음,0,5.6,고속
Citroen C4 Cactus 1.5 BlueHDi,PSA Automobiles,승용차,일반형,내연기관,경유,1499,자동6,121,15.5,2등급
i30 1.6T-GDI_6MT (N_Line),현대,승용차,일반형,내연기관,휘발유,1591,수동6,148,11.4,4등급
i30 1.6T-GDI_7DCT (N_Line),현대,승용차,일반형,내연기관,휘발유,1591,자동7,143,11.8,3등급
G90 5.0GDI AWD 5인 (19“ 타이어),현대,승용차,일반형,내연기관,휘발유,5038,자동8,239,7.3,5등급
G90 3.8GDI 2WD 5인 (19“ 타이어),현대,승용차,일반형,내연기관,휘발유,3778,자동8,197,8.7,5등급
G90 3.8GDI AWD 5인 (19“ 타이어),현대,승용차,일반형,내연기관,휘발유,3778,자동8,212,8.1,5등급
G90 3.3T-GDI AWD 5인 (19“ 타이어),현대,승용차,일반형,내연기관,휘발유,3342,자동8,217,8,5등급
G90 3.3T-GDI 2WD 5인 (19“ 타이어),현대,승용차,일반형,내연기관,휘발유,3342,자동8,205,8.4,5등급
G90 5.0GDI AWD 4인 (19“ 타이어),현대,승용차,일반형,내연기관,휘발유,5038,자동8,239,7.3,5등급
G90 3.3T-GDI 2WD 5인 (18“ 타이어),현대,승용차,일반형,내연기관,휘발유,3342,자동8,196,8.8,5등급
G90 3.3T-GDI 2WD 4인 (19“ 타이어),현대,승용차,일반형,내연기관,휘발유,3342,자동8,205,8.4,5등급
G90 3.3T-GDI AWD 5인 (18“ 타이어),현대,승용차,일반형,내연기관,휘발유,3342,자동8,214,8.1,5등급
G90 3.3T-GDI AWD 4인 (19“ 타이어),현대,승용차,일반형,내연기관,휘발유,3342,자동8,217,8,5등급
G90 3.8GDI AWD 4인 (19“ 타이어),현대,승용차,일반형,내연기관,휘발유,3778,자동8,212,8.1,5등급
G90 3.8GDI 2WD 5인 (18“ 타이어),현대,승용차,일반형,내연기관,휘발유,3778,자동8,192,8.9,5등급
G90 3.8GDI 2WD 4인 (19“ 타이어),현대,승용차,일반형,내연기관,휘발유,3778,자동8,197,8.7,5등급
G90 3.8GDI AWD 5인 (18“ 타이어),현대,승용차,일반형,내연기관,휘발유,3778,자동8,210,8.2,5등급
Rolls-Royce Cullinan Black Badge,롤스로이스,승용차,일반형,내연기관,휘발유,6749,자동8,330,5.4,5등급
CHEVROLET CAMARO,GM,승용차,일반형,내연기관,휘발유,6162,자동10,240,7.4,5등급
짚 체로키 2.2,크라이슬러,승용차,다목적형,내연기관,경유,2184,자동9,175,11.1,4등급
BMW i8 LCI,BMW,승용차,일반형,PHEV,전기+휘발유,1499,자동6,55,3.2 / 12.7,PHEV
BMW X6 xDrive40i,BMW,승용차,다목적형,내연기관,휘발유,2998,자동8,227,7.6,5등급
말리부 1.35 TURBO,한국지엠,승용차,일반형,내연기관,휘발유,1341,무단변속,118,14.2,2등급
말리부 1.35 TURBO,한국지엠,승용차,일반형,내연기관,휘발유,1341,무단변속,126,13.3,3등급
짚 그랜드 체로키,크라이슬러,승용차,다목적형,내연기관,휘발유,3604,자동8,223,7.9,5등급
Mercedes-AMG SLC43,벤츠,승용차,일반형,내연기관,휘발유,2996,자동9,186,9.4,4등급
"G4 렉스턴 2.2 7AT 2WD SCR 7인승					",쌍용,승용차,다목적형,내연기관,경유,2157,자동7,186,10.5,4등급
"G4 렉스턴 2.2 7AT 4WD SCR 7인승				",쌍용,승용차,다목적형,내연기관,경유,2157,자동7,194,10.1,4등급
"G4 렉스턴 2.2 7AT 2WD SCR 5인승					",쌍용,승용차,다목적형,내연기관,경유,2157,자동7,186,10.5,4등급
"G4 렉스턴 2.2 7AT 4WD SCR 5인승				",쌍용,승용차,다목적형,내연기관,경유,2157,자동7,194,10.1,4등급
모하비 3.0 디젤 4WD 5인,기아,승용차,다목적형,내연기관,경유,2959,자동8,205,9.6,4등급
모하비 3.0 디젤 2WD 5인,기아,승용차,다목적형,내연기관,경유,2959,자동8,193,10.1,4등급
말리부 1.6 DIESEL,한국지엠,승용차,일반형,내연기관,경유,1598,자동6,130,14.5,2등급
말리부 1.6 DIESEL,한국지엠,승용차,일반형,내연기관,경유,1598,자동6,123,15.3,2등급
말리부 1.8 HYBRID,한국지엠,승용차,일반형,하이브리드,휘발유,1796,무단변속,95,17.1,1등급
BMW X5 xDrive30d,BMW,승용차,다목적형,내연기관,경유,2993,자동8,195,10,4등급
BMW 320i,BMW,승용차,일반형,내연기관,휘발유,1998,자동8,154,11,4등급
BMW Active Tourer,BMW,승용차,일반형,내연기관,경유,1995,자동8,120,15.6,2등급
Peugeot 508 2.0 BlueHDi,PSA Automobiles,승용차,일반형,내연기관,경유,1997,자동8,143,13.3,3등급
Rolls-Royce Cullinan,롤스로이스,승용차,일반형,내연기관,휘발유,6749,자동8,319,5.6,5등급
BMW X4 xDrive30d,BMW,승용차,다목적형,내연기관,경유,2993,자동8,174,11.1,4등급
Peugeot 508 GT 2.0 BlueHDi,PSA Automobiles,승용차,일반형,내연기관,경유,1997,자동8,143,13.3,3등급
BMW i8 Roadster,BMW,승용차,일반형,PHEV,전기+휘발유,1499,자동6,55,3.2 / 12.7,PHEV
K3 1.6 T-GDI 4DR 7DCT (SUMMER TIRE),기아,승용차,일반형,내연기관,휘발유,1591,자동7,139,12.1,3등급
K3 1.6 T-GDI 4DR 6MT (ALL SEASON TIRE),기아,승용차,일반형,내연기관,휘발유,1591,수동6,138,12.2,3등급
K3 1.6 T-GDI 4DR 7DCT (ALL SEASON TIRE),기아,승용차,일반형,내연기관,휘발유,1591,자동7,138,12.2,3등급
K3 1.6 T-GDI 5DR 7DCT (SUMMER TIRE),기아,승용차,일반형,내연기관,휘발유,1591,자동7,141,11.9,3등급
K3 1.6 T-GDI 5DR 7DCT (ALL SEASON TIRE),기아,승용차,일반형,내연기관,휘발유,1591,자동7,139,12.1,3등급
Aventador S Roadster,람보르기니,승용차,일반형,내연기관,휘발유,6498,자동7,408,4.4,5등급
Aventador S Coupe,람보르기니,승용차,일반형,내연기관,휘발유,6498,자동7,408,4.4,5등급
Peugeot 308 GT 2.0 BlueHDi,PSA Automobiles,승용차,일반형,내연기관,경유,1997,자동8,146,13.1,3등급
Peugeot 308 1.5 BlueHDi,PSA Automobiles,승용차,일반형,내연기관,경유,1499,자동8,125,15.1,2등급
Peugeot 2008 1.5 BlueHDi,PSA Automobiles,승용차,다목적형,내연기관,경유,1499,자동6,124,15.1,2등급
Arteon 2.0 TDI,폭스바겐,승용차,일반형,내연기관,경유,1968,자동7,125,15,2등급
Peugeot 3008 1.5 BlueHDi,PSA Automobiles,승용차,다목적형,내연기관,경유,1499,자동8,135,14,2등급
Arteon 2.0 TDI,폭스바겐,승용차,일반형,내연기관,경유,1968,자동7,125,15,2등급
짚 랭글러 스포츠,크라이슬러,승용차,다목적형,내연기관,휘발유,1995,자동8,179,9.6,4등급
짚 랭글러 루비콘,크라이슬러,승용차,다목적형,내연기관,휘발유,1995,자동8,201,8.7,5등급
BMW X5 xDrive30d,BMW,승용차,다목적형,내연기관,경유,2993,자동8,195,10,4등급
짚 그랜드 체로키,크라이슬러,승용차,다목적형,내연기관,휘발유,3604,자동8,223,7.9,5등급
토요타 Avalon Hybrid,토요타,승용차,일반형,하이브리드,휘발유,2487,무단변속,96,16.6,1등급
BMW X5 M50d,BMW,승용차,다목적형,내연기관,경유,2993,자동8,202,9.7,4등급
DS7 Crossback 2.0 BlueHDi,PSA Automobiles,승용차,다목적형,내연기관,경유,1997,자동8,149,12.8,3등급
렉서스 ES300h,토요타,승용차,일반형,하이브리드,휘발유,2487,무단변속,93,17,1등급
Peugeot 3008 GT 2.0 BlueHDi,PSA Automobiles,승용차,다목적형,내연기관,경유,1997,자동8,148,12.9,3등급
Peugeot 5008 1.5 BlueHDi,PSA Automobiles,승용차,다목적형,내연기관,경유,1499,자동8,135,14,2등급
Peugeot 5008 GT 2.0 BlueHDi,PSA Automobiles,승용차,다목적형,내연기관,경유,1997,자동8,148,12.9,3등급
스팅어 2.2디젤 2WD_17인치타이어,기아,승용차,일반형,내연기관,경유,2199,자동8,126,15,2등급
스팅어 2.2디젤 AWD_18인치타이어,기아,승용차,일반형,내연기관,경유,2199,자동8,147,13,3등급
스팅어 2.2디젤 2WD_18인치타이어,기아,승용차,일반형,내연기관,경유,2199,자동8,135,14.1,2등급
스팅어 2.2디젤 AWD_17인치타이어,기아,승용차,일반형,내연기관,경유,2199,자동8,143,13.3,3등급
BMW 620d,BMW,승용차,일반형,내연기관,경유,1995,자동8,142,13.4,3등급
BMW 520d xDrive,BMW,승용차,일반형,내연기관,경유,1995,자동8,141,13.5,3등급
BMW X4 xDrive20d,BMW,승용차,다목적형,내연기관,경유,1995,자동8,166,11.5,4등급
BMW X1 xDrive25i,BMW,승용차,다목적형,내연기관,휘발유,1998,자동8,187,9.4,4등급
MINI John Cooper Works Convertible,MINI,승용차,일반형,내연기관,휘발유,1998,자동6,154,11.1,4등급
BMW X2 xDrive25i,BMW,승용차,다목적형,내연기관,휘발유,1998,자동8,172,10.1,4등급
아반떼(AD PE) 1.6가솔린,현대,승용차,일반형,내연기관,휘발유,1598,수동6,119,14,2등급
아반떼(AD PE) 1.6가솔린 (17'''타이어),현대,승용차,일반형,내연기관,휘발유,1598,무단변속,118,14.1,2등급
아반떼(AD PE) 1.6가솔린 (16'''타이어),현대,승용차,일반형,내연기관,휘발유,1598,무단변속,115,14.4,2등급
아반떼(AD PE) 1.6가솔린 (15'''타이어),현대,승용차,일반형,내연기관,휘발유,1598,무단변속,108,15.2,2등급
"스포티지 1.6디젤 4WD (PE/19""타이어)",기아,승용차,다목적형,내연기관,경유,1598,자동7,137,13.8,2등급
"스포티지 1.6디젤 4WD (PE/18""타이어)",기아,승용차,다목적형,내연기관,경유,1598,자동7,134,14.1,2등급
"스포티지 1.6디젤 4WD (PE/17""타이어)",기아,승용차,다목적형,내연기관,경유,1598,자동7,129,14.6,2등급
"스포티지 1.6디젤 2WD (PE/19""타이어)",기아,승용차,다목적형,내연기관,경유,1598,자동7,122,15.3,2등급
"스포티지 2.0디젤 4WD (PE/19""타이어)",기아,승용차,다목적형,내연기관,경유,1995,자동8,154,12.4,3등급
"스포티지 2.0디젤 4WD (PE/18""타이어)",기아,승용차,다목적형,내연기관,경유,1995,자동8,151,12.7,3등급
"스포티지 2.0디젤 4WD (PE/17""타이어)",기아,승용차,다목적형,내연기관,경유,1995,자동8,148,12.9,3등급
"스포티지 2.0디젤 2WD 8AT (PE/19""타이어)",기아,승용차,다목적형,내연기관,경유,1995,자동8,137,13.8,2등급
"스포티지 2.0디젤 2WD 8AT (PE/18""타이어)",기아,승용차,다목적형,내연기관,경유,1995,자동8,134,14.1,2등급
"스포티지 2.0디젤 2WD 8AT (PE/17""타이어)",기아,승용차,다목적형,내연기관,경유,1995,자동8,131,14.4,2등급
"스포티지 1.6디젤 2WD (PE/18""타이어)",기아,승용차,다목적형,내연기관,경유,1598,자동7,118,15.8,2등급
"스포티지 1.6디젤 2WD (PE/17""타이어)",기아,승용차,다목적형,내연기관,경유,1598,자동7,114,16.3,1등급
"스토닉 1.6디젤 7DCT 19MY (15"" 타이어) (15)",기아,승용차,기타형,내연기관,경유,1582,자동7,109,17,1등급
"스토닉 1.6디젤 7DCT 19MY (17"" 타이어) (15)",기아,승용차,기타형,내연기관,경유,1582,자동7,111,16.7,1등급
"스토닉 1.4 가솔린 6AT 19MY (17""타이어) (15)",기아,승용차,기타형,내연기관,휘발유,1368,자동6,132,12.6,3등급
"스포티지 2.0디젤 2WD 6MT (PE/19""타이어)",기아,승용차,다목적형,내연기관,경유,1995,수동6,132,14.3,2등급
"스포티지 2.0디젤 2WD 6MT (PE/18""타이어)",기아,승용차,다목적형,내연기관,경유,1995,수동6,131,14.4,2등급
"스포티지 2.0디젤 2WD 6MT (PE/17""타이어)",기아,승용차,다목적형,내연기관,경유,1995,수동6,125,15,2등급
"스토닉 1.0 T-GDI 7DCT (17""타이어)",기아,승용차,기타형,내연기관,휘발유,998,자동7,123,13.5,3등급
"스토닉 1.0 T-GDI 7DCT (15""타이어)",기아,승용차,기타형,내연기관,휘발유,998,자동7,121,13.7,3등급
BMW M5 Competition Package,BMW,승용차,일반형,내연기관,휘발유,4395,자동8,227,7.7,5등급
"투싼 개조차 1.6T-GDI 2WD (18""타이어)",현대,승용차,다목적형,내연기관,휘발유,1591,자동7,144,11.6,3등급
"투싼 개조차 1.6T-GDI AWD (17""타이어)",현대,승용차,다목적형,내연기관,휘발유,1591,자동7,154,10.9,4등급
"투싼 개조차 1.6T-GDI 2WD (19""타이어)",현대,승용차,다목적형,내연기관,휘발유,1591,자동7,148,11.3,4등급
"투싼 개조차 1.6T-GDI 2WD (17""타이어)",현대,승용차,다목적형,내연기관,휘발유,1591,자동7,141,11.9,3등급
"투싼 개조차 1.6T-GDI AWD (18""타이어)",현대,승용차,다목적형,내연기관,휘발유,1591,자동7,157,10.7,4등급
"투싼 개조차 1.6T-GDI AWD (19""타이어)",현대,승용차,다목적형,내연기관,휘발유,1591,자동7,162,10.4,4등급
"투싼 개조차 2.0디젤 AWD (19""타이어)",현대,승용차,다목적형,내연기관,경유,1995,자동8,154,12.4,3등급
"투싼 개조차 2.0디젤 AWD (18""타이어)",현대,승용차,다목적형,내연기관,경유,1995,자동8,151,12.7,3등급
"투싼 개조차 2.0디젤 AWD (17""타이어)",현대,승용차,다목적형,내연기관,경유,1995,자동8,145,13.1,3등급
"투싼 개조차 1.6디젤 AWD (19""타이어)",현대,승용차,다목적형,내연기관,경유,1598,자동7,137,13.8,2등급
"투싼 개조차 1.6디젤 AWD (18""타이어)",현대,승용차,다목적형,내연기관,경유,1598,자동7,134,14.1,2등급
"투싼 개조차 1.6디젤 AWD (17""타이어)",현대,승용차,다목적형,내연기관,경유,1598,자동7,130,14.4,2등급
"투싼 개조차 2.0디젤 2WD 8AT (17""타이어)",현대,승용차,다목적형,내연기관,경유,1995,자동8,131,14.4,2등급
"투싼 개조차 1.6디젤 2WD (19""타이어)",현대,승용차,다목적형,내연기관,경유,1598,자동7,122,15.3,2등급
"투싼 개조차 1.6디젤 2WD (17""타이어)",현대,승용차,다목적형,내연기관,경유,1598,자동7,115,16.3,1등급
"투싼 개조차 1.6디젤 2WD (18""타이어)",현대,승용차,다목적형,내연기관,경유,1598,자동7,118,15.8,2등급
"투싼 개조차 2.0디젤 2WD 8AT (19""타이어)",현대,승용차,다목적형,내연기관,경유,1995,자동8,137,13.8,2등급
"투싼 개조차 2.0디젤 2WD 8AT (18""타이어)",현대,승용차,다목적형,내연기관,경유,1995,자동8,134,14.1,2등급
"스포티지 2.0MPI (PE/18"",19""타이어)",기아,승용차,다목적형,내연기관,휘발유,1999,자동6,161,10.5,4등급
"스포티지 2.0MPI (PE/17""타이어)",기아,승용차,다목적형,내연기관,휘발유,1999,자동6,156,10.8,4등급
GLS350 d 4Matic,벤츠,승용차,다목적형,내연기관,경유,2987,자동9,204,9.6,4등급
그랜드스타렉스(PE2)2.5디젤 4WD 리무진 (6P_N/HR),현대,승용차,기타형,내연기관,경유,2497,자동5,237,8.3,5등급
모하비 3.0 디젤 2WD 7인,기아,승용차,다목적형,내연기관,경유,2959,자동8,193,10.1,4등급
모하비 3.0 디젤 4WD 7인,기아,승용차,다목적형,내연기관,경유,2959,자동8,205,9.6,4등급
BMW X6 M50d WLTP,BMW,승용차,다목적형,내연기관,경유,2993,자동8,221,8.9,5등급
BMW X6 xDrive30d WLTP,BMW,승용차,다목적형,내연기관,경유,2993,자동8,195,10,4등급
BMW M2 Competition Package,BMW,승용차,일반형,내연기관,휘발유,2979,자동7,193,9,5등급
짚 랭글러 사하라,크라이슬러,승용차,다목적형,내연기관,휘발유,1995,자동8,193,9,5등급
짚 랭글러 스포츠,크라이슬러,승용차,다목적형,내연기관,휘발유,1995,자동8,193,9,5등급
BMW 320d xDrive Gran Turismo WLTP,BMW,승용차,일반형,내연기관,경유,1995,자동8,158,12.1,3등급
BMW 435d xDrive Gran Coupe WLTP,BMW,승용차,일반형,내연기관,경유,2993,자동8,167,11.5,4등급
BMW X6 xDrive40d WLTP,BMW,승용차,다목적형,내연기관,경유,2993,자동8,207,9.4,4등급
MINI Cooper SD Clubman,MINI,승용차,일반형,내연기관,경유,1995,자동8,129,14.6,2등급
BMW X4 M40d,BMW,승용차,다목적형,내연기관,경유,2993,자동8,182,10.7,4등급
Rolls-Royce Cullinan Black Badge,롤스로이스,승용차,일반형,내연기관,휘발유,6749,자동8,330,5.4,5등급
BMW 320d Gran Turismo WLTP,BMW,승용차,일반형,내연기관,경유,1995,자동8,147,13,3등급
Mercedes-AMG GT R,벤츠,승용차,일반형,내연기관,휘발유,3982,자동7,251,7.1,5등급
BMW X1 xDrive20d,BMW,승용차,다목적형,내연기관,경유,1995,자동8,131,14.4,2등급
BMW X1 xDrive18d,BMW,승용차,다목적형,내연기관,경유,1995,자동8,159,12,3등급
MINI Cooper SD Countryman ALL4,MINI,승용차,다목적형,내연기관,경유,1995,자동8,144,13.2,3등급
MINI Cooper D Countryman ALL4,MINI,승용차,다목적형,내연기관,경유,1995,자동8,141,13.4,3등급
BMW M550d xDrive WLTP,BMW,승용차,일반형,내연기관,경유,2993,자동8,173,11.2,4등급
