모델명,제조(수입사),차종,유형,복합_연비,1회충전주행거리,도심_연비,고속도로_연비,등급
Model X AWD,테슬라코리아 유한회사,승용차,일반형,4.2,478,4.4,4.1,3등급
BMW X5 xDrive30d,BMW코리아㈜,승용차,다목적형,11.6,,10.7,13.1,3등급
BMW X6 xDrive30d M Sport,BMW코리아㈜,승용차,다목적형,11.9,,10.9,13.4,3등급
BMW X5 xDrive30d,BMW코리아㈜,승용차,다목적형,11.6,,10.7,13.1,3등급
Model X AWD,테슬라코리아 유한회사,승용차,일반형,4.2,478,4.4,4.1,3등급
Model X AWD,테슬라코리아 유한회사,승용차,일반형,4.2,478,4.4,4.1,3등급
스포티지 2.0디젤 4WD 8AT 19인치 (빌트인캠)_24MY,기아 주식회사,승용차,다목적형,12.4,,11.3,13.9,3등급
스포티지 2.0디젤 4WD 8AT 19인치_24MY,기아 주식회사,승용차,다목적형,12.5,,11.5,13.9,3등급
스포티지 2.0디젤 4WD 8AT 18인치 (빌트인캠)_24MY,기아 주식회사,승용차,다목적형,12.8,,11.6,14.5,3등급
스포티지 2.0디젤 4WD 8AT 18인치_24MY,기아 주식회사,승용차,다목적형,12.9,,11.7,14.6,3등급
스포티지 2.0디젤 4WD 8AT 17인치_24MY,기아 주식회사,승용차,다목적형,12.9,,11.7,14.6,3등급
스포티지 1.6T-GDI 2WD 7DCT 19인치 (빌트인캠)_24MY,기아 주식회사,승용차,다목적형,11.8,,10.9,13,3등급
스포티지 1.6T-GDI 2WD 7DCT 19인치_24MY,기아 주식회사,승용차,다목적형,12,,11,13.3,3등급
스포티지 1.6T-GDI 2WD 7DCT 18인치 (빌트인캠)_24MY,기아 주식회사,승용차,다목적형,12.1,,11,13.6,3등급
스포티지 1.6T-GDI 2WD 7DCT 18인치_24MY,기아 주식회사,승용차,다목적형,12.3,,11.3,13.6,3등급
ACCORD 1.5T,혼다코리아(주),승용차,일반형,12.9,,11.6,14.9,3등급
투싼 2.0디젤 AWD 8AT 18인치 (빌트인캠)(23),현대자동차㈜,승용차,다목적형,12.8,,11.6,14.5,3등급
투싼 2.0디젤 AWD 8AT 17/18인치(23),현대자동차㈜,승용차,다목적형,12.9,,11.7,14.6,3등급
투싼 1.6T-GDI 2WD 7DCT 18인치 (빌트인캠)(23),현대자동차㈜,승용차,다목적형,12.3,,11.3,13.6,3등급
투싼 1.6T-GDI 2WD 7DCT 17/18인치(23),현대자동차㈜,승용차,다목적형,12.5,,11.5,13.8,3등급
투싼 1.6T-GDI AWD 7DCT 17/18인치(23),현대자동차㈜,승용차,다목적형,11.6,,10.8,12.7,3등급
팰리세이드(PE) 2.2 디젤 2WD 7인 20인치(24MY),현대자동차㈜,승용차,다목적형,12,,11,13.5,3등급
팰리세이드(PE) 2.2 디젤 2WD 8인 20인치(24MY),현대자동차㈜,승용차,다목적형,12,,11,13.5,3등급
A6 45 TDI quattro,폭스바겐그룹코리아 주식회사,승용차,일반형,12.5,,10.9,15.3,3등급
GV70 2.2디젤 AWD 18인치(빌트인캠)(24MY),현대자동차㈜,승용차,다목적형,12.8,,11.5,14.8,3등급
GV70 2.2디젤 AWD 18인치(24MY),현대자동차㈜,승용차,다목적형,12.9,,11.5,15,3등급
스포티지 1.6T-GDI 2WD 7DCT 17인치_24MY,기아 주식회사,승용차,다목적형,12.3,,11.3,13.6,3등급
GV70 2.2디젤 2WD 21인치(24MY),현대자동차㈜,승용차,다목적형,12.6,,11.6,14.2,3등급
GV70 2.2디젤 2WD 21인치 (스포츠패키지)(24MY),현대자동차㈜,승용차,다목적형,12.6,,11.6,14.2,3등급
GV70 2.2디젤 2WD 19인치(24MY),현대자동차㈜,승용차,다목적형,13.2,,12,15,3등급
GV70 2.2디젤 2WD 19인치 (스포츠패키지)(24MY),현대자동차㈜,승용차,다목적형,13.2,,12,15,3등급
GV70 2.2디젤 2WD 18인치 (빌트인캠)(24MY),현대자동차㈜,승용차,다목적형,13.5,,12.2,15.5,3등급
GV70 2.2디젤 2WD 18인치(24MY),현대자동차㈜,승용차,다목적형,13.6,,12.4,15.5,3등급
GV70 2.2디젤 AWD 21인치(24MY),현대자동차㈜,승용차,다목적형,12,,11,13.6,3등급
GV70 2.2디젤 AWD 21인치 (스포츠패키지)(24MY),현대자동차㈜,승용차,다목적형,12,,11,13.6,3등급
GV70 2.2디젤 AWD 19인치 (24MY),현대자동차㈜,승용차,다목적형,12.2,,11.1,14,3등급
GV70 2.2디젤 AWD 19인치 (스포츠패키지)(24MY),현대자동차㈜,승용차,다목적형,12.2,,11.1,14,3등급
Q4 Sportback 40 e-tron,폭스바겐그룹코리아 주식회사,승용차,다목적형,4.8,409,5.1,4.4,3등급
Q4 40 e-tron,폭스바겐그룹코리아 주식회사,승용차,다목적형,4.7,411,5,4.3,3등급
쏘렌토(PE) 2.2디젤 2WD 6인 18인치(빌트인캠),기아 주식회사,승용차,다목적형,13.7,,12.1,16.5,3등급
쏘렌토(PE) 2.2디젤 4WD 5인 18인치(빌트인캠),기아 주식회사,승용차,다목적형,13.1,,11.5,15.6,3등급
쏘렌토(PE) 2.2디젤 4WD 6인 18인치(빌트인캠),기아 주식회사,승용차,다목적형,13.1,,11.5,15.6,3등급
쏘렌토(PE) 2.2디젤 4WD 5인 20인치,기아 주식회사,승용차,다목적형,12.6,,11.4,14.6,3등급
쏘렌토(PE) 2.2디젤 4WD 6인 20인치,기아 주식회사,승용차,다목적형,12.6,,11.4,14.6,3등급
쏘렌토(PE) 2.2디젤 2WD 5인 20인치,기아 주식회사,승용차,다목적형,13.2,,11.7,15.8,3등급
쏘렌토(PE) 2.2디젤 2WD 6인 20인치,기아 주식회사,승용차,다목적형,13.2,,11.7,15.8,3등급
쏘렌토(PE) 2.2디젤 2WD 7인 18인치(빌트인캠),기아 주식회사,승용차,다목적형,13.7,,12.1,16.5,3등급
쏘렌토(PE) 2.2디젤 4WD 7인 18인치(빌트인캠),기아 주식회사,승용차,다목적형,13.1,,11.5,15.6,3등급
쏘렌토(PE) 2.2디젤 4WD 7인 20인치,기아 주식회사,승용차,다목적형,12.6,,11.4,14.6,3등급
쏘렌토(PE) 2.2디젤 2WD 7인 20인치,기아 주식회사,승용차,다목적형,13.2,,11.7,15.8,3등급
토요타 Alphard Hybrid,한국토요타자동차㈜,승용차,기타형,13.5,,14.3,12.7,3등급
쏘렌토(PE) 2.2디젤 4WD 7인 18인치,기아 주식회사,승용차,다목적형,13.3,,11.8,15.8,3등급
쏘렌토(PE) 2.2디젤 4WD 5인 18인치,기아 주식회사,승용차,다목적형,13.3,,11.8,15.8,3등급
쏘렌토(PE) 2.2디젤 4WD 6인 18인치,기아 주식회사,승용차,다목적형,13.3,,11.8,15.8,3등급
Polestar 2 Long Range Dual Motor,폴스타오토모티브코리아 유한회사,승용차,일반형,4.3,379,4.5,4,3등급
A8 50 TDI quattro,폭스바겐그룹코리아 주식회사,승용차,일반형,11.6,,10.1,14.2,3등급
볼보 C40 Recharge Twin,㈜볼보자동차코리아,승용차,다목적형,4.6,407,5,4.2,3등급
G80 Electrified 24MY,현대자동차㈜,승용차,일반형,4.3,427,4.5,4.1,3등급
BMW 520i,BMW코리아㈜,승용차,일반형,12.1,,11.1,13.7,3등급
"Mercedes-Benz S 450 d 4MATIC 	",메르세데스-벤츠코리아(주),승용차,일반형,12.6,,11.1,15.3,3등급
"Mercedes-Benz EQS 450 + 	",메르세데스-벤츠코리아(주),승용차,일반형,4.2,529,4.1,4.2,3등급
볼보 XC40 Recharge Twin,㈜볼보자동차코리아,승용차,다목적형,4.4,389,4.8,4.1,3등급
BMW X6 xDrive40d ,BMW코리아㈜,승용차,다목적형,11.6,,10.4,13.4,3등급
A3 40 TFSI quattro,폭스바겐그룹코리아 주식회사,승용차,일반형,12.5,,11.1,14.8,3등급
싼타페 HEV 1.6T-GDI 4WD 7인 18인치,현대자동차㈜,승용차,다목적형,13.6,,13.7,13.4,3등급
싼타페 HEV 1.6T-GDI 4WD 5인 20인치,현대자동차㈜,승용차,다목적형,13,,13.3,12.6,3등급
싼타페 HEV 1.6T-GDI 4WD 6인 20인치,현대자동차㈜,승용차,다목적형,13,,13.3,12.6,3등급
싼타페 HEV 1.6T-GDI 4WD 6인 18인치,현대자동차㈜,승용차,다목적형,13.6,,13.7,13.4,3등급
볼보 S60B5,㈜볼보자동차코리아,승용차,일반형,11.8,,10.4,14.1,3등급
싼타페 HEV 1.6T-GDI 4WD 7인 20인치,현대자동차㈜,승용차,다목적형,13,,13.3,12.6,3등급
Mercedes-Benz EQE 350 +,메르세데스-벤츠코리아(주),승용차,일반형,4.6,486,4.7,4.4,3등급
K5 PE 1.6T-GDI 17인치(빌트인캠 장착),기아 주식회사,승용차,일반형,13.5,,11.9,16,3등급
K5 PE 1.6T-GDI 17인치(빌트인캠 미장착),기아 주식회사,승용차,일반형,13.7,,12.1,16.1,3등급
K5 PE 1.6T-GDI 19인치(빌트인캠 장착),기아 주식회사,승용차,일반형,12.3,,10.8,14.9,3등급
K5 PE 1.6T-GDI 18인치(빌트인캠 장착),기아 주식회사,승용차,일반형,13,,11.5,15.4,3등급
K5 PE 2.0CVVL 18인치(빌트인캠 장착),기아 주식회사,승용차,일반형,12.2,,10.9,14.1,3등급
K5 PE 2.0CVVL 17인치(빌트인캠 장착),기아 주식회사,승용차,일반형,12.3,,10.9,14.5,3등급
K5 PE 2.0CVVL 17인치(빌트인캠 미장착),기아 주식회사,승용차,일반형,12.6,,11.2,14.7,3등급
Mercedes-Benz E 300 4MATIC,메르세데스-벤츠코리아(주),승용차,일반형,11.6,,9.9,14.6,3등급
토레스 EVX 2WD 20인치타이어,케이지모빌리티 주식회사,승용차,기타형,4.8,405,5.2,4.4,3등급
볼보 S90B5,㈜볼보자동차코리아,승용차,일반형,11.7,,10.1,14.6,3등급
Mercedes-Benz CLA 250 4MATIC,메르세데스-벤츠코리아(주),승용차,일반형,11.9,,10.4,14.4,3등급
"Mercedes-Benz A 220 Sedan	",메르세데스-벤츠코리아(주),승용차,일반형,11.6,,10.4,13.6,3등급
"Mercedes-Benz A 220	",메르세데스-벤츠코리아(주),승용차,일반형,12.2,,10.9,14.4,3등급
"카니발(KA4 PE) HEV 1.6T-GDI 9인 18""(C)",기아 주식회사,승용차,기타형,13.7,,14,13.4,3등급
"카니발(KA4 PE) HEV 1.6T-GDI 7/9인 19""",기아 주식회사,승용차,기타형,13.5,,14,12.9,3등급
"카니발(KA4 PE) 2.2디젤 하이리무진 7인 19""",기아 주식회사,승용차,기타형,11.7,,10.4,13.6,3등급
" 카니발(KA4 PE) 2.2디젤 하이리무진 9인 18/19""",기아 주식회사,승용차,기타형,11.7,,10.4,13.7,3등급
"카니발(KA4 PE) 2.2디젤 9인 18/19"" (nC)",기아 주식회사,승용차,기타형,13.1,,11.6,15.3,3등급
"카니발(KA4 PE) 2.2디젤 9인 18/19"" (C)",기아 주식회사,승용차,기타형,13,,11.5,15.2,3등급
"카니발(KA4 PE) 2.2디젤 7인 19"" (nC)",기아 주식회사,승용차,기타형,13.1,,11.6,15.3,3등급
"카니발(KA4 PE) 2.2디젤 7인 19"" (C)",기아 주식회사,승용차,기타형,13,,11.5,15.2,3등급
Model Y Long Range,테슬라코리아 유한회사,승용차,다목적형,4.9,432,5.1,4.6,3등급
"투싼 개조 2.0 디젤 8AT AWD 17""",현대자동차㈜,승용차,다목적형,12.6,,11.4,14.4,3등급
"투싼 개조 2.0 디젤 8AT AWD 18""",현대자동차㈜,승용차,다목적형,12.9,,11.7,14.6,3등급
"투싼 개조 2.0 디젤 8AT AWD 19""",현대자동차㈜,승용차,다목적형,12.4,,11.2,14.1,3등급
"투싼 개조 1.6T-GDI 7DCT AWD 17""",현대자동차㈜,승용차,다목적형,11.6,,10.7,12.8,3등급
"투싼 개조 1.6T-GDI 7DCT 2WD 17""",현대자동차㈜,승용차,다목적형,12.5,,11.5,13.9,3등급
"투싼 개조 1.6T-GDI 7DCT 2WD 18"" (nC)",현대자동차㈜,승용차,다목적형,12.5,,11.5,13.8,3등급
"투싼 개조 1.6T-GDI 7DCT 2WD 18"" (C)",현대자동차㈜,승용차,다목적형,12.3,,11.3,13.7,3등급
"투싼 개조 1.6T-GDI 7DCT 2WD 19""",현대자동차㈜,승용차,다목적형,12,,10.9,13.6,3등급
"BMW i5 eDrive40 (19"", 20"")",BMW코리아㈜,승용차,일반형,4.6,441,4.6,4.6,3등급
Mercedes-Benz E 200 ,메르세데스-벤츠코리아(주),승용차,일반형,12.4,,10.6,15.7,3등급
코나 일렉트릭(N-Line) 19인치,현대자동차㈜,승용차,다목적형,4.7,364,5.1,4.3,3등급
Q4 Sportback 45 e-tron,폭스바겐그룹코리아 주식회사,승용차,다목적형,4.7,406,5,4.3,3등급
Q4 45 e-tron,폭스바겐그룹코리아 주식회사,승용차,다목적형,4.7,406,5,4.3,3등급
ID.4 Pro,폭스바겐그룹코리아 주식회사,승용차,다목적형,4.9,424,5.2,4.5,3등급
" 카니발(KA4 PE) HEV 1.6T-GDI 하이리무진 9인 18/19""",기아 주식회사,승용차,기타형,13,,13.8,12.1,3등급
"카니발(KA4 PE) HEV 1.6T-GDI 하이리무진 4인 19""",기아 주식회사,승용차,기타형,12.4,,12.9,11.9,3등급
"스타리아(US4) 하이브리드 1.6T-GDI 11인 18""",현대자동차㈜,승합차,일반형,12.6,,13.1,12,3등급
"스타리아(US4) 밴 하이브리드 1.6T-GDI 5인 17""",현대자동차㈜,화물차,밴형,13,,13.9,12,3등급
"스타리아(US4)라운지 하이브리드1.6T-GDI 9인 18""(nC)",현대자동차㈜,승용차,기타형,12.6,,13.5,11.6,3등급
"스타리아(US4) 하이브리드 1.6T-GDI 11인 17""",현대자동차㈜,승합차,일반형,12.6,,13.1,12,3등급
"스타리아(US4) 밴 하이브리드 1.6T-GDI 3인 17""",현대자동차㈜,화물차,밴형,13,,13.9,12,3등급
"스타리아(US4) 하이브리드 1.6T-GDI 9인 17"" (nC)",현대자동차㈜,승용차,기타형,12.6,,13.5,11.6,3등급
"스타리아(US4) 하이브리드 1.6T-GDI 9인 18"" (nC)",현대자동차㈜,승용차,기타형,12.6,,13.5,11.6,3등급
"스타리아(US4)라운지 하이브리드1.6T-GDI 7인 18""(nC)",현대자동차㈜,승용차,기타형,12.6,,13.5,11.6,3등급
아이오닉5 개조 항속형 RWD 20인치,현대자동차㈜,승용차,다목적형,4.9,453,5.3,4.4,3등급
"스타리아(US4)라운지 하이브리드1.6T-GDI 9인 18""(C)",현대자동차㈜,승용차,기타형,12.4,,13.1,11.6,3등급
카니발(KA4 PE) HEV 1.6T-GDI 하이리무진 7인 19“,기아 주식회사,승용차,기타형,13,,13.8,12.1,3등급
"스타리아(US4) 하이브리드 1.6T-GDI 9인 17"" (C)",현대자동차㈜,승용차,기타형,12.4,,13.1,11.6,3등급
"스타리아(US4) 하이브리드 1.6T-GDI 9인 18"" (C)",현대자동차㈜,승용차,기타형,12.4,,13.1,11.6,3등급
"스타리아(US4)라운지 하이브리드1.6T-GDI 7인 18""(C)",현대자동차㈜,승용차,기타형,12.4,,13.1,11.6,3등급
아이오닉5 개조 항속형 AWD 19인치,현대자동차㈜,승용차,다목적형,4.8,451,5.2,4.3,3등급
아이오닉5 개조 항속형 AWD 20인치,현대자동차㈜,승용차,다목적형,4.5,425,4.9,4,3등급
BMW iX2 eDrive20,BMW코리아㈜,승용차,일반형,4.8,350,4.9,4.7,3등급
아이오닉5 N-line RWD,현대자동차㈜,승용차,다목적형,4.7,441,5.2,4.1,3등급
아이오닉5 N-line AWD,현대자동차㈜,승용차,다목적형,4.4,411,4.8,3.9,3등급
BMW iX2 xDrive30,BMW코리아㈜,승용차,다목적형,4.5,331,4.6,4.5,3등급
BMW 320d xDrive,BMW코리아㈜,승용차,일반형,13.7,,12,16.7,3등급
"Mercedes-Benz CLE 200 Coupe	",메르세데스-벤츠코리아(주),승용차,일반형,12.1,,10.4,15.2,3등급
토레스 EVX VAN 20인치타이어,케이지모빌리티 주식회사,화물차,밴형,4.8,400,5.2,4.4,3등급
토레스 EVX VAN 18인치타이어,케이지모빌리티 주식회사,화물차,밴형,4.9,411,5.3,4.5,3등급
BMW i5 xDrive40,BMW코리아㈜,승용차,일반형,4.4,412,4.3,4.4,3등급
Mercedes-Benz CLE 200 Cabriolet,메르세데스-벤츠코리아(주),승용차,일반형,12.1,,10.4,15.1,3등급
Mercedes-Benz A 220 Sedan,메르세데스-벤츠코리아(주),승용차,일반형,12.5,,11.1,14.9,3등급
MINI Cooper S,BMW코리아㈜,승용차,일반형,12.7,,11.3,15.1,3등급
Mercedes Benz C 200,메르세데스-벤츠코리아(주),승용차,일반형,11.9,,10.5,14.2,3등급
Mercedes-Benz A 220,메르세데스-벤츠코리아(주),승용차,일반형,12.2,,10.7,14.5,3등급
EV6 항속형 4WD 개조차 20인치,기아 주식회사,승용차,다목적형,4.6,432,4.9,4.2,3등급
EV6 항속형 4WD 개조차 19인치,기아 주식회사,승용차,다목적형,4.9,461,5.3,4.4,3등급
EV6 항속형 2WD 개조차 20인치,기아 주식회사,승용차,다목적형,4.9,456,5.5,4.3,3등급
"ARKANA 1.6 (16"" tire)",르노코리아 주식회사,승용차,기타형,13.4,,12.1,15.4,3등급
"ARKANA 1.6 (17"" tire) LRRC",르노코리아 주식회사,승용차,기타형,13.6,,12.3,15.6,3등급
Model 3 Performance,테슬라코리아 유한회사,승용차,다목적형,4.8,430,5,4.6,3등급
타이칸 (5인승),포르쉐코리아 주식회사,승용차,일반형,4.5,458,4.7,4.4,3등급
"ARKANA 1.3 (18"" tire)",르노코리아 주식회사,승용차,기타형,13.2,,11.8,15.3,3등급
코란도 EV 2WD,케이지모빌리티 주식회사,승용차,기타형,4.8,401,5.2,4.3,3등급
BMW X3 xDrive20d,BMW코리아㈜,승용차,다목적형,12.4,,11.4,14,3등급
타이칸,포르쉐코리아 주식회사,승용차,일반형,4.5,458,4.7,4.4,3등급
"타이칸 (High, 5인승)",포르쉐코리아 주식회사,승용차,일반형,4.3,500,4.3,4.2,3등급
Mercedes-Benz CLA 250 4MATIC,메르세데스-벤츠코리아(주),승용차,일반형,12,,10.5,14.4,3등급
타이칸 (High),포르쉐코리아 주식회사,승용차,일반형,4.3,500,4.3,4.2,3등급
BMW 420i Convertible,BMW코리아㈜,승용차,일반형,12.3,,11.1,14.2,3등급
MINI Countryman SE ALL4,BMW코리아㈜,승용차,일반형,4.4,326,4.6,4.3,3등급
MINI Countryman E,BMW코리아㈜,승용차,일반형,4.8,349,4.9,4.6,3등급
BMW X4 xDrive20d,BMW코리아㈜,승용차,다목적형,12.5,,11.3,14.4,3등급
BMW 420i Coupe,BMW코리아㈜,승용차,일반형,12.2,,11,14.1,3등급
스타리아(US4)라운지 하이브리드 1.6T-GDI 모빌리티 7인 18인치(nC),현대자동차㈜,승용차,기타형,12.6,,13.5,11.6,3등급
스타리아(US4)라운지 하이브리드 1.6T-GDI 모빌리티 9인 18인치(nC),현대자동차㈜,승용차,기타형,12.6,,13.5,11.6,3등급
스타리아(US4)라운지 하이브리드 1.6T-GDI 모빌리티 7인 18인치(C),현대자동차㈜,승용차,기타형,12.4,,13.1,11.6,3등급
스타리아(US4)라운지 하이브리드 1.6T-GDI 모빌리티 9인 18인치(C),현대자동차㈜,승용차,기타형,12.4,,13.1,11.6,3등급
G80(RG3) Electrified 개조,현대자동차㈜,승용차,일반형,4.4,475,4.6,4.3,3등급
K8(GL3 PE) 2.5 GDI 18인치,기아 주식회사,승용차,일반형,11.6,,9.9,14.5,3등급
K8(GL3 PE) 2.5 GDI 17인치(nC),기아 주식회사,승용차,일반형,12,,10.2,15,3등급
A3 40 TFSI,폭스바겐그룹코리아 주식회사,승용차,일반형,12.4,,10.7,15.4,3등급
MINI Cooper S five-door,BMW코리아㈜,승용차,일반형,12.4,,10.9,14.8,3등급
Mercedes-Benz GLB 200 d,메르세데스-벤츠코리아(주),승용차,다목적형,13.7,,12.5,15.4,3등급
BMW 420i Gran Coupe,BMW코리아㈜,승용차,일반형,11.8,,10.7,13.5,3등급
BMW 320i,BMW코리아㈜,승용차,일반형,12.2,,10.9,14.2,3등급
BMW M340i,BMW코리아㈜,승용차,일반형,12,,10.8,13.9,3등급
Mercedes-Benz E 200,메르세데스-벤츠코리아(주),승용차,일반형,12.3,,10.6,15.3,3등급
CHEVROLET EQUINOX EV,한국지엠주식회사,승용차,일반형,4.8,483,5.1,4.3,3등급
BMW 320i Touring,BMW코리아㈜,승용차,일반형,11.9,,10.7,14,3등급
BMW i4 eDrive40,BMW코리아㈜,승용차,일반형,4.5,420,4.5,4.4,3등급
볼보 S60B5,㈜볼보자동차코리아,승용차,일반형,11.9,,10.5,14.3,3등급
Mercedes-Benz S 450 d 4MATIC,메르세데스-벤츠코리아(주),승용차,일반형,12.8,,11.2,15.7,3등급
ID.4 Pro,폭스바겐그룹코리아 주식회사,승용차,다목적형,4.9,424,5.2,4.5,3등급
MINI Cooper C,BMW코리아㈜,승용차,일반형,12.5,,10.9,15.3,3등급
BMW 320i,BMW코리아㈜,승용차,일반형,12.2,,10.9,14.2,3등급
EV9 2WD 19인치 6인 (25MY),기아 주식회사,승용차,다목적형,4.2,501,4.7,3.6,3등급
EV9 2WD 19인치 7인 (25MY),기아 주식회사,승용차,다목적형,4.2,501,4.7,3.6,3등급
BYD SEAL Dynamic AWD,비와이디코리아 유한회사,승용차,일반형,4.2,404,4.4,4,3등급
쏘렌토(MQ4 PE) 2.2디젤 4WD 7인 20인치 25MY,기아 주식회사,승용차,다목적형,12.6,,11.4,14.6,3등급
쏘렌토(MQ4 PE) 2.2디젤 4WD 6인 20인치 25MY,기아 주식회사,승용차,다목적형,12.6,,11.4,14.6,3등급
쏘렌토(MQ4 PE) 2.2디젤 4WD 5인 20인치 25MY,기아 주식회사,승용차,다목적형,12.6,,11.4,14.6,3등급
쏘렌토(MQ4 PE) 2.2디젤 4WD 7인 18인치 빌트인캠 유 25MY,기아 주식회사,승용차,다목적형,13.1,,11.5,15.6,3등급
쏘렌토(MQ4 PE) 2.2디젤 4WD 6인 18인치 빌트인캠 유 25MY,기아 주식회사,승용차,다목적형,13.1,,11.5,15.6,3등급
쏘렌토(MQ4 PE) 2.2디젤 4WD 5인 18인치 빌트인캠 유 25MY,기아 주식회사,승용차,다목적형,13.1,,11.5,15.6,3등급
쏘렌토(MQ4 PE) 2.2디젤 4WD 7인 18인치 빌트인캠 무 25MY,기아 주식회사,승용차,다목적형,13.3,,11.8,15.8,3등급
쏘렌토(MQ4 PE) 2.2디젤 4WD 6인 18인치 빌트인캠 무 25MY,기아 주식회사,승용차,다목적형,13.3,,11.8,15.8,3등급
쏘렌토(MQ4 PE) 2.2디젤 4WD 5인 18인치 빌트인캠 무 25MY,기아 주식회사,승용차,다목적형,13.3,,11.8,15.8,3등급
쏘렌토(MQ4 PE) 2.2디젤 2WD 7인 20인치 25MY,기아 주식회사,승용차,다목적형,13.2,,11.7,15.8,3등급
쏘렌토(MQ4 PE) 2.2디젤 2WD 6인 20인치 25MY,기아 주식회사,승용차,다목적형,13.2,,11.7,15.8,3등급
쏘렌토(MQ4 PE) 2.2디젤 2WD 5인 20인치 25MY,기아 주식회사,승용차,다목적형,13.2,,11.7,15.8,3등급
쏘렌토(MQ4 PE) 2.2디젤 2WD 7인 18인치 빌트인캠 유 25MY,기아 주식회사,승용차,다목적형,13.7,,12.1,16.5,3등급
쏘렌토(MQ4 PE) 2.2디젤 2WD 6인 18인치 빌트인캠 유 25MY,기아 주식회사,승용차,다목적형,13.7,,12.1,16.5,3등급
GV70(JK1) Electrified FL 19인치,현대자동차㈜,승용차,다목적형,4.5,423,4.8,4.2,3등급
GV70(JK1) Electrified FL 20인치,현대자동차㈜,승용차,다목적형,4.2,400,4.5,3.9,3등급
캐스퍼(AX1) EV CROSS 바스켓 루프랙 17인치,현대자동차㈜,승용차,일반형,4.4,248,5,3.9,3등급
Mercedes-Benz C 200,메르세데스-벤츠코리아(주),승용차,일반형,12,,10.5,14.5,3등급
Polestar 4 Long Range Single Motor,폴스타오토모티브코리아 유한회사,승용차,다목적형,4.6,511,4.8,4.4,3등급
Mercedes-Benz CLE 200 Coupe,메르세데스-벤츠코리아(주),승용차,일반형,11.7,,10.3,14,3등급
Mercedes-Benz S 350 d 4MATIC,메르세데스-벤츠코리아(주),승용차,일반형,13,,11.3,15.9,3등급
스포티지(NQ5) PE 1.6T-GDI 2WD 8AT 18인치 빌트인캠 유,기아 주식회사,승용차,다목적형,11.7,,10.6,13.3,3등급
"스포티지(NQ5) PE 1.6T-GDI 2WD 8AT 18인치 빌트인캠 무	",기아 주식회사,승용차,다목적형,12,,10.8,13.7,3등급
스포티지(NQ5) PE 1.6T-GDI 2WD 8AT 17인치 빌트인캠 유,기아 주식회사,승용차,다목적형,12,,10.9,13.6,3등급
스포티지(NQ5) PE 1.6T-GDI 2WD 8AT 17인치 빌트인캠 무,기아 주식회사,승용차,다목적형,12.3,,11.2,14,3등급
Mercedes-Benz GLE 300 d 4MATIC,메르세데스-벤츠코리아(주),승용차,다목적형,11.6,,11,12.5,3등급
EV9 (MV1) 기본형 2WD 6인 19인치,기아 주식회사,승용차,다목적형,4.2,374,4.8,3.7,3등급
K5(DL3) PE 2.0CVVL 6AT 16인치 빌트인캠 유 (25MY),기아 주식회사,승용차,일반형,12.3,,10.9,14.5,3등급
K5(DL3) PE 2.0CVVL 6AT 16인치 빌트인캠 무 (25MY),기아 주식회사,승용차,일반형,12.6,,11.2,14.7,3등급
K5(DL3) PE 1.6T-GDI 8AT 18인치 (25MY),기아 주식회사,승용차,일반형,13,,11.5,15.4,3등급
마칸 4,포르쉐코리아 주식회사,승용차,다목적형,4.2,454,4.6,3.7,3등급
마칸,포르쉐코리아 주식회사,승용차,다목적형,4.3,474,4.8,3.9,3등급
EV9 (MV1) 기본형 2WD 7인 19인치,기아 주식회사,승용차,다목적형,4.2,374,4.8,3.7,3등급
아이오닉9(ME1) 항속형 RWD 19인치,현대자동차㈜,승용차,다목적형,4.3,532,4.7,3.9,3등급
아이오닉9(ME1) 항속형 RWD 21인치,현대자동차㈜,승용차,다목적형,4.2,511,4.6,3.8,3등급
Mercedes-Benz GLE 300 d 4MATIC,메르세데스-벤츠코리아(주),승용차,다목적형,11.6,,11,12.5,3등급
BYD ATTO3,비와이디코리아 유한회사,승용차,다목적형,4.7,321,5.2,4.3,3등급
토레스 EVX 20인치,케이지모빌리티 주식회사,승용차,기타형,4.7,436,5,4.3,3등급
토레스 EVX 18인치,케이지모빌리티 주식회사,승용차,기타형,4.8,452,5.2,4.5,3등급
A6 e-tron performance,폭스바겐그룹코리아 주식회사,승용차,일반형,4.5,469,4.7,4.2,3등급
S6 e-tron,폭스바겐그룹코리아 주식회사,승용차,일반형,4.2,440,4.3,4,3등급
타이칸 4 (5인승),포르쉐코리아 주식회사,승용차,일반형,4.2,422,4.3,4.2,3등급
BMW 228 xDrive Gran Coupe,BMW코리아㈜,승용차,일반형,11.7,,10.1,14.3,3등급
MINI Cooper C Convertible,BMW코리아㈜,승용차,일반형,12.3,,10.8,14.8,3등급
MINI Cooper S Convertible,BMW코리아㈜,승용차,일반형,11.9,,10.5,14.2,3등급
Q5 40 TDI quattro,폭스바겐그룹코리아 주식회사,승용차,다목적형,12.7,,12.3,13.1,3등급
Mercedes-Benz EQE 350 +,메르세데스-벤츠코리아(주),승용차,일반형,4.6,513,4.8,4.4,3등급
Mercedes-Benz EQE 350 4MATIC,메르세데스-벤츠코리아(주),승용차,일반형,4.2,449,4.3,4.1,3등급
Q6 e-tron performance,폭스바겐그룹코리아 주식회사,승용차,다목적형,4.3,468,4.7,3.9,3등급
